archiveshub:note	sc:attributionLabel	sc:viewingDirection	sc:viewingHint	dcndl:alternative	dcndl:callNumber	dcndl:sourceIdentifier	dcndl:volume	dcterms:alternative	dcterms:contributor	dcterms:created	dcterms:creator	dcterms:date	dcterms:description	dcterms:extent	dcterms:format	dcterms:identifier	dcterms:isPartOf	dcterms:language	dcterms:publisher	dcterms:relation	dcterms:rights	dcterms:subject	dcterms:title	dcterms:type	bibo:identifier	bibo:numVolumes	bibo:shortDescription	bibo:volume	http://purl.org/utrepo/koumin#facsimile	http://purl.org/utrepo/koumin#jyo	http://purl.org/utrepo/koumin#mark	http://purl.org/utrepo/koumin#moku	http://purl.org/utrepo/koumin#rui	http://purl.org/utrepo/koumin#titleA	http://purl.org/utrepo/koumin#titleB	http://purl.org/utrepo/koumin#titleC	http://purl.org/utrepo/koumin#titleD	uterms:annotedManifest	uterms:bunko	uterms:databaseLabel	uterms:linkToTapas	uterms:manifestUri	uterms:sort	uterms:year	rdf:type	rdfs:seeAlso	foaf:thumbnail
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		b386852a-001d-1a10-2d8d-6e41134837d6	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/b386852a-001d-1a10-2d8d-6e41134837d6	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 1		b386852a-001d-1a10-2d8d-6e41134837d6															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22372/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22372	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/22967/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		9edcc925-2fc6-4c72-8be3-6e2fc1b91b59	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/9edcc925-2fc6-4c72-8be3-6e2fc1b91b59	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 2		9edcc925-2fc6-4c72-8be3-6e2fc1b91b59															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22373/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22373	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/23037/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		16be420b-82b3-90c7-50f8-799342e29cdc	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/16be420b-82b3-90c7-50f8-799342e29cdc	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 3		16be420b-82b3-90c7-50f8-799342e29cdc															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22374/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22374	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/23110/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		08d8d249-a40a-6830-9929-541e6b3d5bae	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/08d8d249-a40a-6830-9929-541e6b3d5bae	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 4		08d8d249-a40a-6830-9929-541e6b3d5bae															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22375/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22375	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/23184/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		9c523a30-8a11-8282-8660-5414684f3994	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/9c523a30-8a11-8282-8660-5414684f3994	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 5		9c523a30-8a11-8282-8660-5414684f3994															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22376/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22376	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/23257/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		460019c8-03da-63c8-a787-4132e04e7ac5	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/460019c8-03da-63c8-a787-4132e04e7ac5	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 6		460019c8-03da-63c8-a787-4132e04e7ac5															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22377/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22377	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/23331/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		4f41ecb4-3533-022d-a426-6120a11d3c04	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/4f41ecb4-3533-022d-a426-6120a11d3c04	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 7		4f41ecb4-3533-022d-a426-6120a11d3c04															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22378/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22378	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/23404/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		5b1fae2a-0a39-1a00-0b88-9344abe54dc4	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/5b1fae2a-0a39-1a00-0b88-9344abe54dc4	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 8		5b1fae2a-0a39-1a00-0b88-9344abe54dc4															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22379/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22379	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/23478/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		7617ec5c-0126-9d91-3745-111d66c00c97	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/7617ec5c-0126-9d91-3745-111d66c00c97	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 9		7617ec5c-0126-9d91-3745-111d66c00c97															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22380/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22380	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/23551/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		93c27fe3-5323-35dd-a352-557e157b2fe4	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/93c27fe3-5323-35dd-a352-557e157b2fe4	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 10		93c27fe3-5323-35dd-a352-557e157b2fe4															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22381/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22381	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/23627/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		cde28e92-19fd-1773-0532-cf58709e49f3	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/cde28e92-19fd-1773-0532-cf58709e49f3	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 11		cde28e92-19fd-1773-0532-cf58709e49f3															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22382/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22382	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/23701/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		09c5b887-6418-673f-1252-392a47e61313	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/09c5b887-6418-673f-1252-392a47e61313	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 12		09c5b887-6418-673f-1252-392a47e61313															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22383/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22383	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/23774/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		ff0a9ad1-7c01-3010-3030-8f5b41e06021	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/ff0a9ad1-7c01-3010-3030-8f5b41e06021	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 13		ff0a9ad1-7c01-3010-3030-8f5b41e06021															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22384/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22384	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/23846/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		58031ba7-9fd4-9671-7631-081e8b3ca23f	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/58031ba7-9fd4-9671-7631-081e8b3ca23f	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 14		58031ba7-9fd4-9671-7631-081e8b3ca23f															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22385/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22385	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/23920/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		ae7ece32-793f-4769-3b24-a58812766775	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/ae7ece32-793f-4769-3b24-a58812766775	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 15		ae7ece32-793f-4769-3b24-a58812766775															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22386/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22386	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/23994/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		bd1a48a6-1085-6c78-6887-e68a87da97e0	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/bd1a48a6-1085-6c78-6887-e68a87da97e0	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 16		bd1a48a6-1085-6c78-6887-e68a87da97e0															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22387/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22387	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/24067/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		6f9fc8c8-8c9d-947d-2870-ba8c10d58208	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/6f9fc8c8-8c9d-947d-2870-ba8c10d58208	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 17		6f9fc8c8-8c9d-947d-2870-ba8c10d58208															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22388/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22388	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/24140/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		417a648b-2f60-3ead-8008-b3da070b94e6	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/417a648b-2f60-3ead-8008-b3da070b94e6	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 18		417a648b-2f60-3ead-8008-b3da070b94e6															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22389/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22389	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/24212/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		611110aa-6201-896f-4de4-efe045bd742d	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/611110aa-6201-896f-4de4-efe045bd742d	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 19		611110aa-6201-896f-4de4-efe045bd742d															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22390/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22390	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/24284/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		856eac73-3f9a-a523-097e-b8e2d94c1748	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/856eac73-3f9a-a523-097e-b8e2d94c1748	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 20		856eac73-3f9a-a523-097e-b8e2d94c1748															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22391/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22391	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/24357/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		3d9eab09-8d3d-7a2d-a2a9-73e0c4209043	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/3d9eab09-8d3d-7a2d-a2a9-73e0c4209043	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 21		3d9eab09-8d3d-7a2d-a2a9-73e0c4209043															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22392/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22392	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/24429/full/200,151/0/default.jpg
	東京大学総合図書館 General Library in the University of Tokyo, JAPAN				A100:1685				Seiren Matunami					22 cm		cb2ec445-a687-31d5-2490-595b266f2e9f	https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/			https://iiif.dl.itc.u-tokyo.ac.jp/repo/s/matsunami/document/cb2ec445-a687-31d5-2490-595b266f2e9f	http://creativecommons.org/licenses/by/4.0/		Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book 22		cb2ec445-a687-31d5-2490-595b266f2e9f															Catalogue of the Kawaguchi-Takakusu Collection of Sanskrit manuscripts. Note-book（松濤ノート）		https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif/22393/manifest			http://omeka.org/s/vocabs/o#Item	https://iiif.dl.itc.u-tokyo.ac.jp/repo/api/items/22393	https://iiif.dl.itc.u-tokyo.ac.jp/repo/iiif-img/24525/full/200,151/0/default.jpg
